epoch,step,train/f1,train/loss_epoch,train/loss_step,train/precision,train/recall,val/f1,val/loss_epoch,val/loss_step,val/precision,val/recall
10,98,,,,,,0.2363639622926712,0.4968256950378418,,0.22122454643249512,0.25501102209091187
10,98,0.20179890096187592,0.5538161993026733,,0.2456703633069992,0.20738138258457184,,,,,
11,101,,,0.5298883318901062,,,,,,,
11,104,,,0.526884913444519,,,,,,,
11,107,,,0.5201475024223328,,,,,,,
,22,,,,,,,,0.4788838326931,,
,23,,,,,,,,0.48442670702934265,,
11,107,,,,,,0.23708240687847137,0.48125624656677246,,0.21967385709285736,0.26008349657058716
11,107,0.20558743178844452,0.5289270877838135,,0.2448950856924057,0.21063832938671112,,,,,
12,110,,,0.5081521272659302,,,,,,,
12,113,,,0.5106827616691589,,,,,,,
12,116,,,0.5238019227981567,,,,,,,
,24,,,,,,,,0.46515628695487976,,
,25,,,,,,,,0.47004443407058716,,
12,116,,,,,,0.23768123984336853,0.46724846959114075,,0.21929027140140533,0.26300328969955444
12,116,0.20939265191555023,0.5086365342140198,,0.24008314311504364,0.21381351351737976,,,,,
13,119,,,0.4976309835910797,,,,,,,
13,122,,,0.49382859468460083,,,,,,,
13,125,,,0.49621155858039856,,,,,,,
,26,,,,,,,,0.4536689817905426,,
,27,,,,,,,,0.4580274820327759,,
13,125,,,,,,0.2383827120065689,0.4555344879627228,,0.2765907645225525,0.26432928442955017
13,125,0.2125358283519745,0.49143272638320923,,0.2412526160478592,0.2163337618112564,,,,,
14,128,,,0.4796108305454254,,,,,,,
14,131,,,0.4790727496147156,,,,,,,
14,134,,,0.4562440514564514,,,,,,,
,28,,,,,,,,0.44132375717163086,,
,29,,,,,,,,0.44526350498199463,,
14,134,,,,,,0.24390773475170135,0.44301003217697144,,0.2688433527946472,0.26701685786247253
14,134,0.21496713161468506,0.47714972496032715,,0.2537910044193268,0.21829009056091309,,,,,
15,137,,,0.4693891704082489,,,,,,,
15,140,,,0.4620896577835083,,,,,,,
15,143,,,0.4776768684387207,,,,,,,
